experiment,dataset,method,n_clusters,n_set,iter,entropy,time
111,ng20,coresets,2000,3000,0,3.735878,27.111982
111,ng20,coresets,2000,3000,1,3.735638,27.977277
111,ng20,coresets,2000,3000,4,3.735623,30.716303
112,ng20,coresets,2000,3000,0,3.734665,27.482292
112,ng20,coresets,2000,3000,1,3.734403,27.882386
112,ng20,coresets,2000,3000,5,3.734240,30.790819
112,ng20,coresets,2000,3000,6,3.734272,32.204981
113,ng20,coresets,2000,3000,0,3.735022,27.612410
113,ng20,coresets,2000,3000,1,3.734794,28.290009
113,ng20,coresets,2000,3000,5,3.734695,31.149738
113,ng20,coresets,2000,3000,7,3.734692,33.182290
114,ng20,coresets,2000,3000,0,3.734687,27.382186
114,ng20,coresets,2000,3000,1,3.734617,28.140963
114,ng20,coresets,2000,3000,5,3.734624,31.141269
115,ng20,coresets,2000,3000,0,3.735063,27.854531
115,ng20,coresets,2000,3000,1,3.735204,28.403451
115,ng20,coresets,2000,3000,4,3.735180,31.434120
116,ng20,coresets,2000,3000,0,3.736095,27.428909
116,ng20,coresets,2000,3000,1,3.735982,28.055914
116,ng20,coresets,2000,3000,5,3.735813,30.796048
117,ng20,coresets,2000,3000,0,3.735159,27.320935
117,ng20,coresets,2000,3000,1,3.734931,28.165666
117,ng20,coresets,2000,3000,4,3.734969,30.888723
118,ng20,coresets,2000,3000,0,3.734689,27.356378
118,ng20,coresets,2000,3000,1,3.734756,27.995570
118,ng20,coresets,2000,3000,4,3.734777,30.828104
119,ng20,coresets,2000,3000,0,3.735674,27.387679
119,ng20,coresets,2000,3000,1,3.735683,28.136771
119,ng20,coresets,2000,3000,5,3.735599,31.217507
120,ng20,coresets,2000,3000,0,3.735179,27.255354
120,ng20,coresets,2000,3000,1,3.735176,27.944510
120,ng20,coresets,2000,3000,5,3.735039,30.643124
120,ng20,coresets,2000,3000,6,3.735041,32.083776
121,ng20,coresets,2000,3000,0,3.735598,27.274949
121,ng20,coresets,2000,3000,1,3.735514,27.936684
121,ng20,coresets,2000,3000,5,3.735509,31.000849
122,ng20,coresets,2000,3000,0,3.736067,27.408695
122,ng20,coresets,2000,3000,1,3.735859,28.149200
122,ng20,coresets,2000,3000,5,3.735739,30.895031
123,ng20,coresets,2000,3000,0,3.735772,27.302935
123,ng20,coresets,2000,3000,1,3.735257,28.072806
123,ng20,coresets,2000,3000,4,3.735227,30.793651
124,ng20,coresets,2000,3000,0,3.735755,27.252954
124,ng20,coresets,2000,3000,1,3.735451,27.925360
124,ng20,coresets,2000,3000,3,3.735375,29.989350
125,ng20,coresets,2000,3000,0,3.735908,27.528287
125,ng20,coresets,2000,3000,1,3.735778,28.385706
125,ng20,coresets,2000,3000,5,3.735623,31.151571
125,ng20,coresets,2000,3000,6,3.735632,32.713893
126,ng20,coresets,2000,3000,0,3.735340,28.140021
126,ng20,coresets,2000,3000,1,3.734963,28.764091
126,ng20,coresets,2000,3000,5,3.734931,31.620140
126,ng20,coresets,2000,3000,7,3.734906,33.695275
127,ng20,coresets,2000,3000,0,3.736065,27.679554
127,ng20,coresets,2000,3000,1,3.735786,28.458734
127,ng20,coresets,2000,3000,5,3.735578,31.050791
128,ng20,coresets,2000,3000,0,3.735342,27.959174
128,ng20,coresets,2000,3000,1,3.735154,28.271954
128,ng20,coresets,2000,3000,5,3.735118,31.111903
129,ng20,coresets,2000,3000,0,3.736415,27.480737
129,ng20,coresets,2000,3000,1,3.735993,28.214687
129,ng20,coresets,2000,3000,5,3.735865,30.983828
130,ng20,coresets,2000,3000,0,3.735270,27.546637
130,ng20,coresets,2000,3000,1,3.734960,28.564378
130,ng20,coresets,2000,3000,4,3.734907,31.042552
131,ng20,coresets,2000,3000,0,3.735639,27.327525
131,ng20,coresets,2000,3000,1,3.735277,28.072954
131,ng20,coresets,2000,3000,5,3.735304,30.893045
132,ng20,coresets,2000,3000,0,3.735129,27.311868
132,ng20,coresets,2000,3000,1,3.734780,27.887466
132,ng20,coresets,2000,3000,4,3.734675,30.993394
133,ng20,coresets,2000,3000,0,3.735824,27.207077
133,ng20,coresets,2000,3000,1,3.735460,27.988948
133,ng20,coresets,2000,3000,4,3.735486,30.801852
134,ng20,coresets,2000,3000,0,3.735934,27.215411
134,ng20,coresets,2000,3000,1,3.735895,27.910918
134,ng20,coresets,2000,3000,5,3.735769,30.736548
135,ng20,coresets,2000,3000,0,3.735597,27.152761
135,ng20,coresets,2000,3000,1,3.735400,27.991188
135,ng20,coresets,2000,3000,5,3.735363,30.839034
136,ng20,coresets,2000,3000,0,3.735346,27.751185
136,ng20,coresets,2000,3000,1,3.735050,28.289139
136,ng20,coresets,2000,3000,5,3.734969,31.242834
136,ng20,coresets,2000,3000,7,3.734971,33.529312
137,ng20,coresets,2000,3000,0,3.736541,27.552270
137,ng20,coresets,2000,3000,1,3.736227,28.264566
137,ng20,coresets,2000,3000,5,3.736049,31.192792
137,ng20,coresets,2000,3000,6,3.736138,32.558110
138,ng20,coresets,2000,3000,0,3.734840,27.557521
138,ng20,coresets,2000,3000,1,3.734528,28.255887
138,ng20,coresets,2000,3000,5,3.734491,31.272518
139,ng20,coresets,2000,3000,0,3.735831,27.503523
139,ng20,coresets,2000,3000,1,3.735799,28.232628
139,ng20,coresets,2000,3000,4,3.735813,31.002701
140,ng20,coresets,2000,3000,0,3.735394,27.426981
140,ng20,coresets,2000,3000,1,3.735087,28.224148
140,ng20,coresets,2000,3000,5,3.734918,31.080790
140,ng20,coresets,2000,3000,6,3.734916,32.328798
141,ng20,coresets,2000,3000,0,3.736380,27.183780
141,ng20,coresets,2000,3000,1,3.735929,27.898269
141,ng20,coresets,2000,3000,4,3.736052,30.733476
142,ng20,coresets,2000,3000,0,3.735742,27.428178
142,ng20,coresets,2000,3000,1,3.735523,28.016321
142,ng20,coresets,2000,3000,5,3.735304,30.796975
142,ng20,coresets,2000,3000,6,3.735300,32.203435
143,ng20,coresets,2000,3000,0,3.736240,27.300109
143,ng20,coresets,2000,3000,1,3.736012,27.919491
143,ng20,coresets,2000,3000,4,3.735955,30.781728
144,ng20,coresets,2000,3000,0,3.734820,27.270186
144,ng20,coresets,2000,3000,1,3.734662,27.880691
144,ng20,coresets,2000,3000,3,3.734644,30.063066
145,ng20,coresets,2000,3000,0,3.735598,27.179095
145,ng20,coresets,2000,3000,1,3.735479,28.037442
145,ng20,coresets,2000,3000,5,3.735443,30.918351
146,ng20,coresets,2000,3000,0,3.735846,27.589321
146,ng20,coresets,2000,3000,1,3.735389,28.350875
146,ng20,coresets,2000,3000,5,3.735324,31.128596
146,ng20,coresets,2000,3000,6,3.735325,32.710725
147,ng20,coresets,2000,3000,0,3.735531,27.441310
147,ng20,coresets,2000,3000,1,3.735127,28.092296
147,ng20,coresets,2000,3000,5,3.735027,31.150293
148,ng20,coresets,2000,3000,0,3.735949,27.383285
148,ng20,coresets,2000,3000,1,3.735423,28.081305
148,ng20,coresets,2000,3000,5,3.735432,30.948184
148,ng20,coresets,2000,3000,8,3.735440,33.765730
149,ng20,coresets,2000,3000,0,3.735200,27.678889
149,ng20,coresets,2000,3000,1,3.734930,28.415992
149,ng20,coresets,2000,3000,5,3.734845,31.157391
149,ng20,coresets,2000,3000,6,3.734858,32.599705
150,ng20,coresets,2000,3000,0,3.735544,27.437842
150,ng20,coresets,2000,3000,1,3.734959,28.190000
150,ng20,coresets,2000,3000,5,3.734874,31.345512
150,ng20,coresets,2000,3000,6,3.734872,32.478179
151,ng20,coresets,2000,3000,0,3.736181,27.347428
151,ng20,coresets,2000,3000,1,3.735887,28.134718
151,ng20,coresets,2000,3000,4,3.735692,31.108015
152,ng20,coresets,2000,3000,0,3.735545,27.329368
152,ng20,coresets,2000,3000,1,3.735430,28.122056
152,ng20,coresets,2000,3000,5,3.735340,30.797841
152,ng20,coresets,2000,3000,7,3.735322,33.335690
153,ng20,coresets,2000,3000,0,3.735882,27.546821
153,ng20,coresets,2000,3000,1,3.735493,28.076291
153,ng20,coresets,2000,3000,4,3.735346,31.035232
154,ng20,coresets,2000,3000,0,3.735119,27.367214
154,ng20,coresets,2000,3000,1,3.734878,28.109473
154,ng20,coresets,2000,3000,5,3.734965,30.931615
155,ng20,coresets,2000,3000,0,3.735241,27.601046
155,ng20,coresets,2000,3000,1,3.734894,28.171438
155,ng20,coresets,2000,3000,5,3.734917,30.996737
155,ng20,coresets,2000,3000,6,3.734917,32.476372
156,ng20,coresets,2000,3000,0,3.734906,27.497685
156,ng20,coresets,2000,3000,1,3.734832,28.128851
156,ng20,coresets,2000,3000,5,3.734850,31.042944
157,ng20,coresets,2000,3000,0,3.735881,27.657847
157,ng20,coresets,2000,3000,1,3.735511,28.243461
157,ng20,coresets,2000,3000,5,3.735353,31.131452
158,ng20,coresets,2000,3000,0,3.736023,27.414974
158,ng20,coresets,2000,3000,1,3.735732,28.123778
158,ng20,coresets,2000,3000,4,3.735648,31.043970
159,ng20,coresets,2000,3000,0,3.735664,27.470852
159,ng20,coresets,2000,3000,1,3.735340,28.253213
159,ng20,coresets,2000,3000,5,3.735234,30.882335
159,ng20,coresets,2000,3000,6,3.735230,32.352277
160,ng20,coresets,2000,3000,0,3.735834,27.587638
160,ng20,coresets,2000,3000,1,3.735570,28.207913
160,ng20,coresets,2000,3000,5,3.735432,31.085838
161,ng20,coresets,2000,3000,0,3.735633,27.794868
161,ng20,coresets,2000,3000,1,3.735043,28.279506
161,ng20,coresets,2000,3000,5,3.734930,31.210616
162,ng20,coresets,2000,3000,0,3.735856,27.242642
162,ng20,coresets,2000,3000,1,3.735667,28.003091
162,ng20,coresets,2000,3000,4,3.735609,30.793970
163,ng20,coresets,2000,3000,0,3.736103,27.154856
163,ng20,coresets,2000,3000,1,3.735869,27.812198
163,ng20,coresets,2000,3000,5,3.735812,30.777408
164,ng20,coresets,2000,3000,0,3.735140,27.276317
164,ng20,coresets,2000,3000,1,3.734527,27.937550
164,ng20,coresets,2000,3000,5,3.734435,30.854786
164,ng20,coresets,2000,3000,6,3.734441,32.158942
165,ng20,coresets,2000,3000,0,3.735638,27.607106
165,ng20,coresets,2000,3000,1,3.735290,28.204212
165,ng20,coresets,2000,3000,5,3.735180,30.986227
165,ng20,coresets,2000,3000,6,3.735182,32.413992
166,ng20,coresets,2000,3000,0,3.736094,27.517887
166,ng20,coresets,2000,3000,1,3.735851,28.080862
166,ng20,coresets,2000,3000,5,3.735759,30.922844
167,ng20,coresets,2000,3000,0,3.734577,27.384210
167,ng20,coresets,2000,3000,1,3.734311,28.142084
167,ng20,coresets,2000,3000,4,3.734292,31.025778
168,ng20,coresets,2000,3000,0,3.735490,27.474253
168,ng20,coresets,2000,3000,1,3.735317,28.148964
168,ng20,coresets,2000,3000,4,3.735310,30.859886
169,ng20,coresets,2000,3000,0,3.735813,27.396020
169,ng20,coresets,2000,3000,1,3.735275,28.003510
169,ng20,coresets,2000,3000,5,3.735165,30.843653
170,ng20,coresets,2000,3000,0,3.735596,27.517470
170,ng20,coresets,2000,3000,1,3.735340,28.125088
170,ng20,coresets,2000,3000,5,3.735354,31.085730
171,ng20,coresets,2000,3000,0,3.735945,27.382459
171,ng20,coresets,2000,3000,1,3.735636,27.941693
171,ng20,coresets,2000,3000,5,3.735521,30.889522
171,ng20,coresets,2000,3000,6,3.735522,32.429213
172,ng20,coresets,2000,3000,0,3.735950,27.292745
172,ng20,coresets,2000,3000,1,3.735667,28.003687
172,ng20,coresets,2000,3000,5,3.735587,30.928304
172,ng20,coresets,2000,3000,9,3.735543,34.350008
173,ng20,coresets,2000,3000,0,3.735444,27.494418
173,ng20,coresets,2000,3000,1,3.735035,28.158720
173,ng20,coresets,2000,3000,4,3.734890,31.003342
174,ng20,coresets,2000,3000,0,3.736256,27.470244
174,ng20,coresets,2000,3000,1,3.735844,28.190025
174,ng20,coresets,2000,3000,5,3.735768,30.906611
175,ng20,coresets,2000,3000,0,3.736039,27.882151
175,ng20,coresets,2000,3000,1,3.735665,28.411250
175,ng20,coresets,2000,3000,4,3.735627,31.370812
176,ng20,coresets,2000,3000,0,3.735648,27.449801
176,ng20,coresets,2000,3000,1,3.735380,28.117868
176,ng20,coresets,2000,3000,4,3.735303,30.967482
177,ng20,coresets,2000,3000,0,3.734866,27.474932
177,ng20,coresets,2000,3000,1,3.734464,28.049538
177,ng20,coresets,2000,3000,5,3.734415,30.781374
178,ng20,coresets,2000,3000,0,3.735781,27.745529
178,ng20,coresets,2000,3000,1,3.735339,28.312583
178,ng20,coresets,2000,3000,5,3.735239,31.036994
178,ng20,coresets,2000,3000,6,3.735244,32.440479
179,ng20,coresets,2000,3000,0,3.735467,27.274703
179,ng20,coresets,2000,3000,1,3.735330,27.998639
179,ng20,coresets,2000,3000,5,3.735291,30.845656
180,ng20,coresets,2000,3000,0,3.736275,27.301204
180,ng20,coresets,2000,3000,1,3.735871,27.993980
180,ng20,coresets,2000,3000,4,3.735813,30.815657
181,ng20,coresets,2000,3000,0,3.735876,27.285323
181,ng20,coresets,2000,3000,1,3.735639,28.240402
181,ng20,coresets,2000,3000,5,3.735632,31.006509
182,ng20,coresets,2000,3000,0,3.735085,27.732395
182,ng20,coresets,2000,3000,1,3.734821,28.157644
182,ng20,coresets,2000,3000,5,3.734866,30.808179
183,ng20,coresets,2000,3000,0,3.735665,27.631182
183,ng20,coresets,2000,3000,1,3.735521,28.259951
183,ng20,coresets,2000,3000,5,3.735408,30.908523
184,ng20,coresets,2000,3000,0,3.735485,27.580570
184,ng20,coresets,2000,3000,1,3.735047,28.360017
184,ng20,coresets,2000,3000,5,3.735021,31.036123
185,ng20,coresets,2000,3000,0,3.736309,27.590111
185,ng20,coresets,2000,3000,1,3.736023,28.482997
185,ng20,coresets,2000,3000,5,3.735933,31.169660
186,ng20,coresets,2000,3000,0,3.735376,27.992204
186,ng20,coresets,2000,3000,1,3.735241,28.677200
186,ng20,coresets,2000,3000,5,3.734902,31.483870
187,ng20,coresets,2000,3000,0,3.735824,27.421081
187,ng20,coresets,2000,3000,1,3.735521,28.126715
187,ng20,coresets,2000,3000,5,3.735364,30.948432
188,ng20,coresets,2000,3000,0,3.735412,27.625342
188,ng20,coresets,2000,3000,1,3.735000,28.231488
188,ng20,coresets,2000,3000,5,3.734788,31.102070
188,ng20,coresets,2000,3000,7,3.734786,33.113687
189,ng20,coresets,2000,3000,0,3.735123,27.663873
189,ng20,coresets,2000,3000,1,3.734746,27.937721
189,ng20,coresets,2000,3000,5,3.734583,30.648460
189,ng20,coresets,2000,3000,6,3.734581,32.176039
190,ng20,coresets,2000,3000,0,3.735883,27.310186
190,ng20,coresets,2000,3000,1,3.735610,28.081264
190,ng20,coresets,2000,3000,5,3.735458,30.925091
190,ng20,coresets,2000,3000,6,3.735458,32.278949
191,ng20,coresets,2000,3000,0,3.735430,27.360149
191,ng20,coresets,2000,3000,1,3.735188,27.958063
191,ng20,coresets,2000,3000,5,3.735213,30.859393
191,ng20,coresets,2000,3000,6,3.735214,32.283406
192,ng20,coresets,2000,3000,0,3.736299,27.191520
192,ng20,coresets,2000,3000,1,3.735884,27.915951
192,ng20,coresets,2000,3000,5,3.735875,30.742536
192,ng20,coresets,2000,3000,6,3.735875,32.136473
193,ng20,coresets,2000,3000,0,3.735386,27.428929
193,ng20,coresets,2000,3000,1,3.735032,28.221249
193,ng20,coresets,2000,3000,5,3.734999,30.916862
194,ng20,coresets,2000,3000,0,3.735656,27.595109
194,ng20,coresets,2000,3000,1,3.735268,28.307578
194,ng20,coresets,2000,3000,4,3.735362,31.160188
195,ng20,coresets,2000,3000,0,3.735853,27.973459
195,ng20,coresets,2000,3000,1,3.735375,28.469787
195,ng20,coresets,2000,3000,5,3.735337,31.423721
196,ng20,coresets,2000,3000,0,3.735557,27.867087
196,ng20,coresets,2000,3000,1,3.735310,28.325681
196,ng20,coresets,2000,3000,5,3.735213,31.296575
197,ng20,coresets,2000,3000,0,3.736562,28.260153
197,ng20,coresets,2000,3000,1,3.736366,29.248979
197,ng20,coresets,2000,3000,4,3.736355,31.722890
198,ng20,coresets,2000,3000,0,3.735482,27.693236
198,ng20,coresets,2000,3000,1,3.735377,28.609020
198,ng20,coresets,2000,3000,5,3.735372,31.277051
199,ng20,coresets,2000,3000,0,3.735932,27.239144
199,ng20,coresets,2000,3000,1,3.735643,27.952914
199,ng20,coresets,2000,3000,4,3.735525,30.730762
200,ng20,coresets,2000,3000,0,3.735884,27.245951
200,ng20,coresets,2000,3000,1,3.735496,28.031940
200,ng20,coresets,2000,3000,5,3.735429,30.851425
201,rcv1,coresets,2000,5000,0,4.483093,385.533647
201,rcv1,coresets,2000,5000,1,4.482813,390.625153
201,rcv1,coresets,2000,5000,5,4.482729,413.083951
201,rcv1,coresets,2000,5000,10,4.482723,440.762152
201,rcv1,coresets,2000,5000,12,4.482724,459.066285
202,rcv1,coresets,2000,5000,0,4.484846,386.594122
202,rcv1,coresets,2000,5000,1,4.484699,390.168777
202,rcv1,coresets,2000,5000,5,4.484629,413.607152
202,rcv1,coresets,2000,5000,10,4.484624,447.105784
202,rcv1,coresets,2000,5000,15,4.484623,478.715202
203,rcv1,coresets,2000,5000,0,4.482278,385.050040
203,rcv1,coresets,2000,5000,1,4.481879,391.001000
203,rcv1,coresets,2000,5000,5,4.481735,411.468678
203,rcv1,coresets,2000,5000,10,4.481721,439.295819
203,rcv1,coresets,2000,5000,14,4.481717,467.443199
204,rcv1,coresets,2000,5000,0,4.483618,381.933423
204,rcv1,coresets,2000,5000,1,4.483363,386.351336
204,rcv1,coresets,2000,5000,5,4.483269,409.204043
204,rcv1,coresets,2000,5000,10,4.483269,437.237344
204,rcv1,coresets,2000,5000,14,4.483267,464.950667
205,rcv1,coresets,2000,5000,0,4.484899,381.798933
205,rcv1,coresets,2000,5000,1,4.484641,387.712174
205,rcv1,coresets,2000,5000,5,4.484530,409.502409
205,rcv1,coresets,2000,5000,10,4.484525,439.082287
205,rcv1,coresets,2000,5000,21,4.484519,506.682690
206,rcv1,coresets,2000,5000,0,4.482661,382.196395
206,rcv1,coresets,2000,5000,1,4.482416,386.382447
206,rcv1,coresets,2000,5000,5,4.482350,408.662881
206,rcv1,coresets,2000,5000,10,4.482345,437.268959
206,rcv1,coresets,2000,5000,11,4.482345,448.004549
207,rcv1,coresets,2000,5000,0,4.490371,380.364202
207,rcv1,coresets,2000,5000,1,4.490244,385.416128
207,rcv1,coresets,2000,5000,5,4.490197,409.461319
207,rcv1,coresets,2000,5000,10,4.490195,436.750368
207,rcv1,coresets,2000,5000,14,4.490194,467.205173
208,rcv1,coresets,2000,5000,0,4.482830,382.029261
208,rcv1,coresets,2000,5000,1,4.482605,388.039855
208,rcv1,coresets,2000,5000,5,4.482518,410.738147
208,rcv1,coresets,2000,5000,10,4.482505,439.372903
208,rcv1,coresets,2000,5000,15,4.482505,473.505100
209,rcv1,coresets,2000,5000,0,4.483479,384.815353
209,rcv1,coresets,2000,5000,1,4.483272,388.659711
209,rcv1,coresets,2000,5000,5,4.483203,411.436227
209,rcv1,coresets,2000,5000,10,4.483202,440.055550
210,rcv1,coresets,2000,5000,0,4.483284,384.420237
210,rcv1,coresets,2000,5000,1,4.483024,388.910243
210,rcv1,coresets,2000,5000,5,4.482920,411.079855
210,rcv1,coresets,2000,5000,10,4.482911,439.785674
210,rcv1,coresets,2000,5000,11,4.482911,451.034469
211,rcv1,coresets,2000,5000,0,4.487694,381.564098
211,rcv1,coresets,2000,5000,1,4.487462,387.104850
211,rcv1,coresets,2000,5000,5,4.487387,409.839328
211,rcv1,coresets,2000,5000,10,4.487385,438.633514
212,rcv1,coresets,2000,5000,0,4.483515,382.430812
212,rcv1,coresets,2000,5000,1,4.483317,388.049096
212,rcv1,coresets,2000,5000,5,4.483256,410.171215
212,rcv1,coresets,2000,5000,10,4.483252,438.178988
212,rcv1,coresets,2000,5000,12,4.483252,455.534970
213,rcv1,coresets,2000,5000,0,4.483573,382.312524
213,rcv1,coresets,2000,5000,1,4.483378,387.098405
213,rcv1,coresets,2000,5000,5,4.483287,409.944167
213,rcv1,coresets,2000,5000,9,4.483281,438.700181
214,rcv1,coresets,2000,5000,0,4.481624,382.227146
214,rcv1,coresets,2000,5000,1,4.481354,387.164987
214,rcv1,coresets,2000,5000,5,4.481272,409.460236
214,rcv1,coresets,2000,5000,10,4.481270,440.513534
214,rcv1,coresets,2000,5000,14,4.481269,469.314456
215,rcv1,coresets,2000,5000,0,4.482415,382.145285
215,rcv1,coresets,2000,5000,1,4.482149,387.159478
215,rcv1,coresets,2000,5000,5,4.482051,412.049150
215,rcv1,coresets,2000,5000,10,4.482042,439.335350
216,rcv1,coresets,2000,5000,0,4.486319,381.280064
216,rcv1,coresets,2000,5000,1,4.486178,387.276879
216,rcv1,coresets,2000,5000,5,4.486139,409.640946
216,rcv1,coresets,2000,5000,10,4.486137,437.118085
216,rcv1,coresets,2000,5000,12,4.486137,454.517429
217,rcv1,coresets,2000,5000,0,4.483957,381.708239
217,rcv1,coresets,2000,5000,1,4.483750,387.558875
217,rcv1,coresets,2000,5000,5,4.483681,410.257773
217,rcv1,coresets,2000,5000,10,4.483676,438.262782
217,rcv1,coresets,2000,5000,13,4.483675,461.167562
218,rcv1,coresets,2000,5000,0,4.483902,383.675267
218,rcv1,coresets,2000,5000,1,4.483695,388.871610
218,rcv1,coresets,2000,5000,5,4.483623,411.476659
218,rcv1,coresets,2000,5000,10,4.483615,439.456587
218,rcv1,coresets,2000,5000,14,4.483615,467.779315
219,rcv1,coresets,2000,5000,0,4.481667,383.583416
219,rcv1,coresets,2000,5000,1,4.481377,387.455017
219,rcv1,coresets,2000,5000,5,4.481235,409.664778
219,rcv1,coresets,2000,5000,10,4.481232,439.896101
220,rcv1,coresets,2000,5000,0,4.489287,381.528255
220,rcv1,coresets,2000,5000,1,4.489155,386.859844
220,rcv1,coresets,2000,5000,5,4.489119,410.376082
220,rcv1,coresets,2000,5000,10,4.489118,437.642710
221,rcv1,coresets,2000,5000,0,4.483964,382.925693
221,rcv1,coresets,2000,5000,1,4.483779,386.038984
221,rcv1,coresets,2000,5000,5,4.483688,409.786766
221,rcv1,coresets,2000,5000,10,4.483679,437.723092
221,rcv1,coresets,2000,5000,13,4.483679,460.595851
222,rcv1,coresets,2000,5000,0,4.485503,382.883235
222,rcv1,coresets,2000,5000,1,4.485354,387.303658
222,rcv1,coresets,2000,5000,5,4.485305,410.522767
222,rcv1,coresets,2000,5000,10,4.485298,438.363102
222,rcv1,coresets,2000,5000,16,4.485298,478.125793
223,rcv1,coresets,2000,5000,0,4.481019,384.253678
223,rcv1,coresets,2000,5000,1,4.480791,389.844867
223,rcv1,coresets,2000,5000,5,4.480711,411.304404
223,rcv1,coresets,2000,5000,10,4.480685,441.092616
223,rcv1,coresets,2000,5000,15,4.480685,475.024417
224,rcv1,coresets,2000,5000,0,4.484923,382.405264
224,rcv1,coresets,2000,5000,1,4.484713,387.067626
224,rcv1,coresets,2000,5000,5,4.484619,410.840334
224,rcv1,coresets,2000,5000,10,4.484614,438.679146
224,rcv1,coresets,2000,5000,12,4.484614,456.532084
225,rcv1,coresets,2000,5000,0,4.484312,381.873136
225,rcv1,coresets,2000,5000,1,4.484070,387.829072
225,rcv1,coresets,2000,5000,5,4.484005,411.645794
225,rcv1,coresets,2000,5000,10,4.484000,437.401784
225,rcv1,coresets,2000,5000,13,4.484000,459.709655
226,rcv1,coresets,2000,5000,0,4.482718,383.177724
226,rcv1,coresets,2000,5000,1,4.482494,387.958020
226,rcv1,coresets,2000,5000,5,4.482416,411.061180
226,rcv1,coresets,2000,5000,10,4.482408,439.113406
227,rcv1,coresets,2000,5000,0,4.481645,382.828906
227,rcv1,coresets,2000,5000,1,4.481361,386.585551
227,rcv1,coresets,2000,5000,5,4.481282,410.137821
227,rcv1,coresets,2000,5000,10,4.481260,437.469684
